Structure [idcode]	CAS	pKa	pKa-type	pKa-temp	logP	logP-type	logP-temp	mp	vp	vp-type	vp-temp	wSol mg/l	wSol-temp	Molweight	
eohXJB@CJDjag`@aZPvdCiCIEMEddhhdheLhYLaIOHbijeiZhJ`Zbjj@@@	123643-51-6				2.610000000000000e+000	EXP			4.519999999999999e-014	EST	25	8.125000000000000e+000	25	455	
ff}p@PIJlBHxDAbHqBXcLPVHkDILkkJstuQakP@T@EUU@@@	SRC002-95-2				6.670000000000000e+000	EXP								455	
ehZPL@@@D@\bfdTRTTJbraVdrtfdLTlBrzFNnZjjfjjjjjjjj`@@	000077-52-1				7.920000000000000e+000	EST		284						456	
fac@q`LDDyNPADOA@QXHCxQBLbdRRbRTJLfRSoMUUUUSUU@@@	000078-34-2				3.450000000000000e+000	EST		-20	8.760000000000000e-008	EST	25	1.545000000000000e+000	25	456	
fcwAy@HHpS`iFBdkQkvCpixYIIeiEmDeEELeMXu{Mjijjjjjjj`@@	000133-89-1				-5.800000000000000e+000	EST								456	
eohRIH@K@jehDLBNIMIm`OCIILUMMLhhheDeLeTjfeacfjjjjfBXFRj@@@	000146-17-8				-1.730000000000000e+000	EST								456	
ehZPL@@@D@\bfdTRTQTTReVdrtfdLTl|rzFNnZjjfjjjjjjjj`@@	000508-02-1				7.950000000000000e+000	EST		310 dec						456	
ebZR@DBDOAdPHbBH@zCdIFg@MHhheDTlTddeEEEDTIiXE]}CbDAPEEUU@A@P@@@@	000522-51-0				4.290000000000000e+000	EST		326 dec				5.000000000000000e+003	25	456	
did@p@kBkFkDfYoa`b@@@	000608-29-7				5.490000000000000e+000	EST		116						456	
did@p@kFkAkDfUfn`BH@@	000626-44-8				5.490000000000000e+000	EST		184.2						456	
ffc@`PEZADDbFQ@h`LPfHKDUbDfYn}UYoyHuhy`bHj`bJ@@@	003268-87-9				8.200000000000001e+000	EXP	25	330	8.250000000000000e-013	EXP	25	4.000000000000000e-007	20	456	
foPJaAVdkQhkv\DPpHFDWtGzFnOuy_NQQIQJQIjJKSISR@TydoYpADmLD@ABp@HF`	003624-68-8				-3.100000000000000e-001	EST	25		9.369999999999999e-026	EST	25	1.787000000000000e+003	25	456	
e`XPA@@@JEM@hfndie]yUUUUUU\JNAJB@jjjjjjjj@@@	005281-13-0				3.350000000000000e+000	EST			4.210000000000000e-010	EST	25	1.864000000000000e+000	25	456	
ehR\N@@OMg`ACHfcklbbbbbbbtlfablRTTxtTB\rFfZAhJjJjZZfjJ@@@	010118-89-5				-7.000000000000001e-002	EXP			3.710000000000000e-023	EST	25	7.509999999999999e+001	25	457	
ehR\N@@@mg`ACHfcklbbbbbbbrLafblRTTxtT|\rFfZAhJhjjZZfjJ@@@	010118-90-8				5.000000000000000e-002	EXP			3.710000000000000e-023	EST	25	5.200000000000000e+004	25	457	
e`TXM@@@`LAEMGLakgodifVUoV{UgoZIFeimjjjjjlJBhjjH@@	029883-15-6				-4.340000000000000e+000	EST		224.5						457	
eohZIB@AHjkghDL@fnaic`@bc@JBMlCIIBihmDdhhlmHjhUMOLhdejB@HFbeZf``@@	067769-47-5				-8.170000000000000e+000	EST								457	
ficAQ`HHxkpGBc`qplxN\JnFRRIFQRHfQRKrUUUUUUUU@@@	000107-52-8				6.600000000000000e+000	EXP		-59	2.943000000000000e-002	EXP	25	1.312000000000000e-005	25	458	
edZPJ@@@JIMFlbTTTtTVttTQbaaRa`be`PrussA@QAQPTD@EP@@@@	000303-45-7				8.690000000000000e+000	EST		199						458	
fesPpaEV`cEV}ABEaAzD}CG]x\sgIIKDeddeDeeH@JR\mP@UT@Dt@@@	000515-76-4				-1.420000000000000e+000	EST								458	
ehVPN@@@DKOJc`\bbRrbdTTVLtRLfbNhXT\\|brFf^~Zejjjjijjjjjh@@	001108-68-5				1.400000000000000e+000	EST		260.5						458	
eodTND@EOHDL@dlb`@apHrRRqQJJIJFQ^JIQFPrrI[ZyyZ@B@fEh@@@@@`\`	022915-90-8				2.580000000000000e+000	EST						2.096000000000000e+005	23	458	
eh\PN@@@DIHlo`\bbRbTRRftTbnRRTTt\bRrJZfjijjjZejZh@`btjjZ@	023110-15-8				4.790000000000000e+000	EST		194.5						458	
e`XPFL@IKHngo`IABPpdLbdLRTvTrTfbRJRR`baSUT@QUMUUSULPBCdM@	040666-16-8				4.300000000000000e+000	EST								458	
edVRHH@AMCN`PIAIe]YfuYwuYWZFMKHbfngoh@Ji``hjj@BbH@@@	068844-77-9				6.430000000000000e+000	EST		149.1						458	
fi{Pr@JLIIW`iAVILsjvj{\jsak]GRuSUUS@AP@@	084043-31-2				1.400000000000000e+000	EXP			4.720000000000000e-018	EST	25	8.427000000000000e+001	25	458	
edZTB@@BK@NeglbbbRTVTTTRRTRfrbXdbQSQtwsTmUU@EA@qQS@@@@	SRC001-89-4				3.580000000000000e+000	EXP								458	
elQ\B@@EOO`GAglbbbbbbRTV\tRbabRQXDtBlRzvVNaQZ@H`FHBAhA`HB@@@	000128-87-0				7.460000000000000e+000	EST								459	
faspqAE^jSR\mzCDyb^gOUgoYEEEhbdhheEUFBbVBBIhHFI`ABT@	013181-17-4	5.460000000000000e+000	EXP		3.300000000000000e+000	EXP		196.5	8.670000000000001e-012	EST	25	1.000000000000000e-001	20	459	
ehV\LH@NHfoK`P@cIEEEDdemJhdleDeLjNIKMGJfcgo`Z@H@`Zjj`BJ`b@@@	037561-27-6				3.370000000000000e+000	EST		141.5						459	
eo`\EHDLKGIMCHbjfimk`@brZnrQQQQQIQIIJFIQQraQsrjjjjVjYifZ`@@	083116-90-9				6.300000000000000e-001	EXP			6.160000000000000e-012	EST	25	1.533000000000000e+002	25	459	
ehZXBH@EaJfi`ICHiEHhhhblXdicBhdeOMKGHdbo`ZjjjYjjZfjjjh@@	SRC002-72-6				3.540000000000000e+000	EXP								459	
ehRTI@@Mg`AC@djfcklbbbbbbbvfdSbLRTTxtT|\JFfZAhJhjjZZfjJhtHlH\hJhFh@@	000079-57-2	3.270000000000000e+000	EXP	25	-9.000000000000000e-001	EXP		184.5	9.679999999999998e-025	EST	25	3.130000000000000e+002	25	460	
e`_`F@@@DAGBedfUUUUUUUUuVjjjjjjjjjh@@	000106-07-0				6.430000000000000e+000	EST		40						460	
ehRPF@@@KJnimlbbRfbTLVRbTlrTrdhXTL|BRJZZjjjjjfijjj@@@	000508-96-3				4.210000000000000e+000	EST		168.0				1.420000000000000e+000	25	460	
foAA``CV\CDIbLqAXbSLw^srVkPQDTrP@@	000632-79-1				5.630000000000000e+000	EST		275	5.740000000000001e-007	EST	25	1.903000000000000e-002	25	460	
ehRPF@@@KJnimlbbRfbTLVRbTlrTrRhXTL|BRJZZjjjjjfijjj@@@	003593-96-2				4.480000000000000e+000	EXP			4.540000000000000e-015	EST	25	1.906000000000000e-001	25	460	
eb^^@HDHJnied\PH`ChIpJQQQJJIYIIIIyJIJZ\J^EQMYC_PaDD@@@DQL@Pp@@PCP	034301-55-8				1.290000000000000e+000	EST								460	
fjm@BP@QAHadPJHUDNbHqFX`lPdsMw|ss|dELDQEAAE@@@	040186-72-9				9.140000000000001e+000	EXP			7.600000000000000e-009	EST	25	2.500000000000000e-005	25	460	
fjm@BP@QAHadPJHUDNb@qBX`lPdsMw|s]|eGLDQEADQ@@@	052663-77-1				8.160000000000000e+000	EXP			7.600000000000000e-009	EST	25	1.800000000000000e-005	25	460	
fjm@BP@QAHadPJHUDNb@qBX`lQdTTTtvtTTtoIQsADQPQDP@@@	052663-79-3				9.560000000000001e+000	EST						3.658000000000000e-005	25	460	
fjm@BP@QAHadPJHUDNbHqFX`lPdsMw|ss|dELDQEAAE@@@	053742-07-7				9.560000000000001e+000	EST	25		7.600000000000000e-009	EST	25	1.100000000000000e-004	182	460	
fkoQ`PEIIDhH`TQjPMH^d@r@yA\adTTRTRdIbeTtTTsI[OAAQUUMLDP@@@	086479-06-3				5.680000000000000e+000	EXP		203.5	4.430000000000001e-007	EXP	25	2.700000000000000e-002	18	460	
eohRDF@IMOMaE`HbJPRdNi@ZPfdLbbbRrTRTTbtLbbWXx\|n^`HJjejhJf@H@@@	119126-15-7				3.270000000000000e+000			146	1.500000000000000e-007	EXP	25	1.000000000000000e+000	20	460	
e`RPM@@@DBNIMKGLnelbfbTTrVfTTVTRdtXbdQWRtuvssUUUUUUUUUUUP@@	157468-39-8				1.080000000000000e+000	EXP			2.420000000000000e-017	EST	25	9.219000000000000e+001	25	460	
e`RPM@@@DBNIMKGLnelbfbTTrVfTTVTRdtXbdQWRtuvssUUUUUUUUUUUP@@	163659-95-8				1.800000000000000e+000	EXP			2.420000000000000e-017	EST	25	9.219000000000000e+001	25	460	
e`TTFH@LAMKGOHf`@cIEDhddmMKDhheeldQqPqMmUUULsU@pQUR@@@	SRC002-91-8				3.230000000000000e+000	EXP								460	
edV\HD@Hacm`IAJPrJIKJJIIKISIYQQPiTLNAM]GW@pp@UAAEUUTp@AP@@@	002062-78-4	8.629999999999999e+000	EXP		6.300000000000000e+000	EXP		214-218   	6.250000000000002e-013	EST	25	1.000000000000000e+001	25	461	
e`\ZFH@FEGBmmCKHle`@cIEHhbeDiUEMhhhdk`qqIl\}}UUULuLuPM@U@@@	037091-66-0				1.710000000000000e+000	EST								461	
eo`XNBDLbBjfnmc`H`rPldGICJ^nrJJIIJZQJsJJXqPi`PJJBBHJ`JYjfh@@@	077501-63-4				4.810000000000000e+000	EXP			7.690000000000000e-009	EST	25	1.000000000000000e-001		461	
ehRXN@@@PKJnimolbbRfbTLVRbTlrTrThXTL|BRJZZjjjjjfijZj@@@	114593-85-0				1.430000000000000e+000	EXP			5.140000000000000e-018	EST	25	7.566000000000000e+001	25	461	
eh\\BD@CHkhLFI@MCzPrISJYSIQQQQZIJGIHJJXyxFfjjZiXJ`@BH@HEH	129358-45-8				-4.300000000000000e-001	EXP			6.250000000000001e-027	EST	25	2.937000000000000e+003	25	461	
ehRXBH@EaJfi`ICHiEHhhhblXdicBdeEOMKGHdbjjjjYjjZfjjj`@@	SRC002-93-7				3.930000000000000e+000	EXP								461	
ehRXBH@EaJfi`ICHiEHhhhblXdicBddeOMKGHdbjjjjYjjZfjjj`@@	SRC003-18-6				4.540000000000000e+000	EXP								461	
fcw@AH@RBIBd`rPEHRdMRAiAt`FPSHYdJrCY@\aNPWH[dLbdtbdLaafdtaabkE{UUUUUUUUUP@@	000306-94-5				7.800000000000000e+000	EST		-10						462	
few@A@@XdHQIjYfYUUWsX}rNlzj@@@@@@@@@@	000507-27-7				8.130000000000001e+000	EST						1.670000000000000e+004		462	
ebVTBD@GAdNHTPHbBHPN[eWYWUVvUuYMG@dlmko`ZBBJjjj`@@Jb`@@@	005853-29-2				3.600000000000000e-001	EST	25		2.580000000000000e-020	EST	25	2.650000000000000e+005	18	462	
ehRPBD@AFic`ICJPrJQRJJJHjYEKKPjZSRqqKpHjjjjjfZjiiijjh@@	015845-96-2				3.860000000000000e+000	EXP			7.339999999999999e-013	EST	25	2.028000000000000e+000	25	462	
eodVJD@LAJfiemGO@l`@bpHrQQJIIIJZJqSQJITcbabYZyzjjjZYjfBhBT@@@	034444-01-4				5.000000000000000e-001	EXP			9.980000000000000e-022	EST	25	4.646000000000000e+002	25	462	
eodVJD@LALjiemGO@g`@bpHrQQJIIIJZJqSQIHxcbabYXzzjjjZYjiB`JT@@@	051627-14-6				-1.210000000000000e+000	EST								462	
ehRPFH@AJfimk`ICHiEHhhhblXdicBeLeOMKGHdbjjjjYjjZfijj`@@	056933-60-9				3.550000000000000e+000	EXP			2.270000000000001e-014	EST	25	1.153000000000000e+000	25	462	
e`TVBH@LM@hjnhDFm`@cIIBhddmDXddhidedhXeetLmPPQTuTuSUC@@@	089073-58-5				3.320000000000000e+000	EXP			8.660000000000000e-019	EST	25	1.813000000000000e+000	25	462	
f`aPC@F\AVPBAUbSLsKMj}REPUP@@@	102805-01-6				3.000000000000000e-001	EXP			6.100000000000000e-007	EST	25	7.051000000000000e+003	25	462	
f`aPC@F\AVPBGUbSLrlsR}REAUP@@@	102805-03-8				2.900000000000000e-001	EXP			6.100000000000000e-007	EST	25	7.191000000000000e+003	25	462	
f`aPC@F\AVPBOUfQQQQIQQ^SjPhJh`@@	102805-05-0				2.800000000000000e-001	EXP			6.100000000000000e-007	EST	25	7.334000000000000e+003	25	462	
eh\VF@@DAKHni`NCAmclbbRtrbbtTTRReLrRHhJjZzZjZijijYijjh@@	130817-94-6				-4.700000000000000e-001	EXP			2.550000000000000e-020	EST	25	1.533000000000000e+002	25	462	
eh\VF@@DAKHni`NCAmclbbRtrbbtTTRReLrTHhJjZzZjZijijYijjh@@	130817-95-7				-4.400000000000000e-001	EXP			3.960000000000000e-020	EST	25	1.445000000000000e+002	25	462	
